@relation AllCandidas_TRAIN

@attribute TGS826 numeric
@attribute TGS2611 numeric
@attribute TGS2603 numeric
@attribute TGS813 numeric
@attribute TGS822 numeric
@attribute TGS2602 numeric
@attribute TGS823 numeric
@attribute temperatura numeric
@attribute pressao numeric
@attribute umidade numeric
@attribute culture_day {1,2,3}
@attribute class {1,2,3,4,5,6}

@data
22850,50460,18850,36770,310.4,1149,3010,62.75,73.68,10.45,2,5
35540,42430,23760,32680,398.1,1419,3891,63.04,99.79,12.2,2,5
38830,40480,23890,34880,426.1,1589,4074,61.39,99.91,12.52,2,5
40930,30590,27020,21150,478.2,1626,4538,61.08,55.17,6.24,2,3
49760,33140,27610,30140,421.2,1557,4544,60.32,53.92,6.72,1,5
21840,62960,13800,47780,190.5,662.7,1981,61.03,74.07,10.51,1,1
57480,21430,27580,34670,693.9,3009,5968,59.23,54.12,6.83,2,5
87370,7024,12310,36770,2133,13890,7646,49.44,54.74,9.92,2,6
22160,49880,20100,25230,258.9,829.3,2857,61.16,100.15,11.05,2,4
12050,61060,10430,22560,162.1,480.4,1454,64.11,100.07,11.04,1,2
36280,28550,28580,16530,433.4,1462,4571,59.48,55.48,6,2,4
90480,7305,6096,68090,3469,22050,7797,58.01,73.91,11.6,1,6
30110,23200,24550,34880,622.2,2518,5040,63.68,74.85,8.58,1,5
33150,58720,17380,51050,231.8,815,2527,60.57,100.07,12.78,1,1
17950,56820,17970,34990,233.6,728.9,2513,61.1,100.11,11.3,2,4
18320,57560,15980,30310,230.1,691,2251,63.92,99.99,12.24,2,1
56800,21900,27600,33420,681.7,2950,5922,59.31,54.08,6.76,2,5
35090,29460,27090,17510,458.6,1606,4516,59.53,55.56,5.99,2,2
11690,53310,14090,25880,182.9,741.5,2082,63.99,73.01,9.2,2,1
42790,34610,27280,18840,358.9,1170,4083,62.48,54.04,6.34,1,1
26250,50410,17930,21640,237.1,719.1,2500,63.92,99.83,11.63,1,1
14200,58310,13890,34110,197.4,690.1,2014,63.69,74.22,9.3,1,5
26770,50350,19720,25720,265.3,797.5,2781,63.56,99.91,11.29,1,5
87250,3814,6334,34350,3017,20590,7875,58.58,54.16,7.81,2,6
12390,58310,10740,19460,165,491.2,1494,63.64,99.99,10.59,1,2
33370,29230,26360,14300,438.3,1513,4330,59.86,55.48,5.91,2,2
40890,33000,28340,19150,358.3,1161,4209,61.47,54.35,6.24,1,1
19610,49000,18240,19070,240.1,749.7,2562,61.72,100.19,10.97,2,4
45270,30170,28970,23610,468.4,1607,4781,61.08,54.59,6.16,1,5
12660,56840,11070,18340,168.5,498.3,1536,63.17,100.07,10.77,1,2
40460,30380,28200,17660,422.4,1479,4539,62.14,54.31,6.23,2,1
23450,49990,18580,38360,310.4,1169,2997,61.7,72.97,10.52,2,5
13020,65960,11380,40440,174.2,551.9,1617,61.24,74.3,11.11,1,1
13110,55190,11310,16970,171.3,509.7,1572,63.09,100.03,10.93,1,2
13240,59900,14540,32490,207.3,643.4,2045,61.44,100.03,11.13,2,4
12100,67540,10320,41500,178.3,559.6,1505,64.75,100.07,11.68,1,2
27320,41430,21900,19010,303.2,978,3220,63.4,54.82,7.7,2,1
52840,26600,29050,33290,572.9,2306,5526,62.27,54.47,5.71,2,1
77030,7214,13850,38100,1866,11560,7465,63.69,73.99,9.19,1,6
76170,10010,18830,33390,1308,6773,6851,61.29,53.92,6.6,1,6
18060,60210,13150,32390,205.6,659.2,1904,63.16,74.3,10.14,1,5
22190,48730,19970,22520,260,822.3,2835,61.29,99.95,11.03,2,4
16960,50020,15910,17610,237.7,714.6,2266,61.82,99.99,11.04,2,2
31510,47680,20710,46040,359.5,1329,3411,60.93,99.83,13.4,2,5
86470,7221,6020,41420,3151,27400,7924,56.3,100.03,14.45,2,6
15730,55320,15490,24200,230.7,700.3,2204,61.93,99.83,10.9,2,2
36380,43220,22710,39600,401.8,1519,3850,60.93,99.91,12.58,2,5
42410,33260,28790,22210,366.7,1194,4299,61.02,54.39,6.25,1,1
35160,30870,27710,16390,345.6,1135,4099,60.71,54.62,5.34,1,2
48560,22520,28270,26200,650.9,2498,5596,59.24,55.52,6.22,2,3
19500,61520,14400,34400,198.6,550.2,1944,63.89,99.83,12.16,1,1
25580,51370,19640,27350,267.1,792,2767,63.02,100.03,11.47,1,5
77270,7298,15200,41390,1763,10340,7441,63.92,99.99,11.41,1,6
28640,44510,22840,32220,357.1,1238,3594,62.15,99.64,10.78,2,3
12590,63510,11460,31940,164.4,512.6,1592,62.98,73.91,10.26,1,1
48180,22700,28240,24220,642,2466,5558,59.38,55.21,6.07,2,3
41690,29940,28970,21760,440.2,1538,4698,61.52,54.39,6.2,2,1
36370,34220,25300,18990,411.5,1322,3992,61.56,55.68,6.15,2,2
89280,7249,6009,44240,3083,27110,7926,48.77,99.95,19.75,2,6
34610,32740,27090,17620,333.7,1129,4014,61.33,54.47,5.43,1,2
54350,23120,30000,38920,654.8,2366,5733,63.94,78.6,9.34,1,1
29820,43160,23220,29590,368.5,1262,3666,61.94,100.3,10.67,2,3
90870,7270,6014,45770,3079,26950,7926,41.19,100.07,29.5,2,6
24960,52670,18960,27940,255.3,745.1,2642,63.49,99.95,11.4,1,5
64170,30800,28980,42140,496.8,1998,5197,58.32,54.08,7.34,1,1
12640,57920,13210,25230,195.1,631.1,1888,64.14,73.21,9.66,2,1
81750,7193,13100,38820,2319,12660,7562,62.68,54,6.55,1,6
45780,33530,29350,29910,393.3,1329,4521,59.85,54.47,6.53,1,1
17770,61570,14140,33040,193.4,524.4,1894,63.29,99.91,12.49,1,1
33770,28610,26630,14870,447.5,1539,4394,59.62,55.29,6.09,2,2
7953,68020,7535,31810,140.2,480.4,1137,64.89,72.31,9.12,1,2
46460,24160,27730,21400,607,2376,5396,59.78,55.37,5.99,2,3
40200,30200,28530,19820,427.9,1496,4601,61.69,54.39,6.2,2,1
43990,33650,29000,25210,375.7,1252,4391,60.45,54.39,6.51,1,1
91320,7305,6009,65700,3403,27230,7801,59.85,100.15,12.97,1,6
79350,7277,7367,44540,2488,17780,7691,64.77,99.87,11.49,1,6
48760,33250,27530,27950,415.7,1519,4492,60.52,53.96,6.72,1,5
74330,10330,19930,30970,1259,6138,6752,61.55,53.84,6.45,1,6
51550,33100,27530,31810,427.3,1611,4590,60.23,66.3,6.82,1,5
36620,34600,27190,22440,352.2,1260,4169,62.14,54.39,5.35,1,2
44220,29620,29350,23830,457.9,1632,4860,61.62,54.39,6.15,2,1
52690,32480,27650,30630,431,1663,4659,60.31,53.88,6.65,1,5
38660,29320,29190,21020,451.8,1568,4768,59.09,55.33,6.07,2,4
11400,59560,13930,29770,199.2,624.2,1961,61.39,73.17,9,2,4
57080,22450,26690,30970,685.6,3109,5913,59.18,54.16,7.09,2,5
82130,7298,6480,48270,2652,19810,7822,63.75,99.79,11.37,1,6
13460,58340,13850,25890,202.7,601.6,1932,61.82,99.76,11.61,2,4
42270,33260,28840,22710,367.3,1191,4299,61.01,54.35,6.29,1,1
37250,36270,25930,31150,401.8,1558,4316,62.07,54.23,6.03,1,2
87980,7256,6457,44970,2710,20260,7824,43.89,74.3,21.47,2,6
100600,7305,6072,62310,3286,23010,7776,56.78,54.27,7.91,1,6
10090,57300,12490,22090,188.7,578,1763,61.81,72.54,9.12,2,4
32610,30120,26140,11830,324.7,1057,3817,61.28,54.43,5.5,1,2
96620,7305,6049,70050,3270,23280,7535,55.63,74.38,12.65,1,6
40910,29790,28750,20320,437.1,1523,4659,61.62,54.39,6.01,2,1
76360,7003,15840,34640,1627,9821,7427,64.11,99.95,11.13,1,6
32840,45470,22790,37350,374.5,1320,3668,62.54,99.83,12.2,2,5
27130,45900,22260,34160,348,1192,3479,62.06,99.83,10.72,2,3
43900,30380,29110,25150,452.4,1597,4786,61.47,73.25,6.2,2,1
55070,22420,28070,31370,656,2745,5803,60.64,54.04,6.61,2,5
86830,7052,9071,36740,2305,15000,7695,56.83,54.04,7.45,2,6
15260,59390,14200,31330,206.7,624.2,1992,63.76,73.95,9.42,1,5
9748,47730,13220,21100,247.1,977,2182,61.87,72.11,8.45,2,2
100600,7305,6119,64820,3097,21570,7744,57.07,53.92,7.6,1,6
27060,59590,15920,42570,228.9,722.6,2273,62.72,100.07,12.53,1,5
82180,7277,6592,43620,2582,19440,7829,64.08,99.91,11.06,1,6
52400,27050,27290,25350,578.6,2313,5264,61.02,54.16,7.17,2,5
37870,30050,27030,23220,503,1847,4764,59.54,55.68,5.88,2,2
42830,29900,29040,21600,445.1,1573,4754,61.77,54.43,6.18,2,1
87610,7249,6020,42770,3098,26760,7922,53.85,100.03,15.83,2,6
15190,57350,15660,27580,218.4,641.2,2170,61.6,100.26,11.34,2,4
27140,50300,19670,26050,266.5,815,2793,63.86,99.99,11.24,1,5
47420,29170,29810,29930,493.7,1817,5124,61.61,54.35,6.07,2,1
91260,7221,14410,42340,2366,11810,7693,31.08,57.47,29.44,2,6
32880,28860,25850,12680,426.7,1449,4196,60.26,55.68,6.15,2,2
55610,22520,27980,31850,658,2784,5826,60.12,54.12,6.61,2,5
36490,30400,28230,16110,415.7,1406,4459,59.91,55.17,6.11,2,4
13340,59700,13310,29870,221.3,660.9,1926,62.18,100.22,11.07,2,2
33600,34310,25010,14210,315.7,1042,3662,62.9,54.27,5.35,1,2
56180,22530,27660,46130,759.5,3172,6129,58.13,55.41,6.08,2,4
36500,47410,20780,25930,276.6,889.6,2997,61.91,100.07,12.7,1,1
35730,43810,22530,40440,397.5,1494,3804,60.92,99.79,12.72,2,5
53140,31040,29010,27520,468.4,1739,4929,62.5,54,6.13,1,1
22930,56070,17860,34110,248.3,724,2498,63.34,99.99,11.54,1,5
15340,58580,15720,31830,217.8,646.9,2184,61.59,99.87,11.46,2,4
93050,7305,6003,68860,3459,29210,7801,57.87,100.03,14,1,6
15990,55700,12270,21010,200.3,664.4,1809,64.67,100.11,11.7,1,2
11790,58640,12550,28570,150,561.7,1753,63.29,73.6,9.5,1,1
12250,57110,13190,24390,188.7,622.4,1879,64.11,73.09,9.54,2,1
28110,45660,21140,21450,296.1,956.7,3106,63.92,99.95,11.6,2,1
20140,55730,19530,48130,259.4,863.3,2824,60.83,100.11,10.92,2,4
22330,52780,20560,40580,274.2,911.8,2994,60.81,100.15,10.63,2,4
16270,51050,15490,18140,234.2,699,2204,61.91,100.03,11.1,2,2
85710,7256,6026,43250,3224,27320,7931,59.52,99.79,12.61,2,6
23140,50390,18900,37350,312.8,1158,3026,62.47,73.95,10.41,2,5
49240,28500,29780,33040,514.8,1955,5272,61.72,54.2,6.07,2,1
28650,52520,18090,28470,248.3,798.4,2594,64.42,99.87,11.05,1,1
35950,35700,25420,21890,384.2,1498,4188,62.66,54.31,6.11,1,2
64000,23220,28010,41240,670.8,2848,5890,61.98,54.04,5.89,1,1
89400,7277,6009,50340,3122,27260,7914,48.42,99.99,20.77,2,6
23960,53970,18870,30540,255.9,747.4,2634,63.06,99.99,11.59,1,5
24990,52210,19360,28230,263.6,775.1,2718,63.02,100.03,11.37,1,5
37390,34500,27460,24470,358.9,1280,4224,61.99,54.39,5.43,1,2
18730,52500,17970,23680,234.2,720.9,2505,61.52,100.03,11.03,2,4
31690,54990,18610,34970,237.1,727.6,2588,61.49,100.11,12.65,1,1
7763,60730,7920,19100,143.1,434.2,1144,63.85,72.15,8.48,1,2
24260,47930,20940,30100,321.7,1060,3184,61.76,99.68,11.12,2,3
87070,3814,8437,34430,2582,15910,7744,58.05,54.2,7.37,2,6
56050,32820,29890,35950,416.4,1471,4755,58.98,53.92,7.04,1,1
22670,55790,18480,36300,257.1,818.7,2659,64.06,99.91,11.55,2,1
34410,49930,19920,27790,260,820,2827,61.86,100.03,12.6,1,1
20570,59150,16270,36410,228.9,625.5,2222,63.61,99.95,11.83,1,5
34690,30930,27280,14110,390.2,1243,4165,60.33,55.52,6.15,2,4
15800,52340,12410,15960,181.2,566.8,1742,64.18,100.03,10.87,1,2
33320,39690,24000,30520,409.7,1522,4023,63.16,99.87,9.77,2,3
25460,52710,19330,33600,274.8,909.4,2843,64.35,99.87,11.04,2,1
33560,39870,24390,28050,401.8,1399,3952,62.07,99.87,10.45,2,3
25160,52280,19070,27490,257.7,751.5,2661,63.42,99.91,11.41,1,5
87610,3814,9151,33800,2540,14990,7717,48.98,54.78,10.94,2,6
33430,50280,19210,28860,273,904.7,2826,62.71,99.99,12.21,1,5
16040,50260,12550,14390,183.5,575.8,1765,63.94,100.11,10.87,1,2
86590,7052,9557,36740,2244,14780,7683,55.58,54.08,7.78,2,6
34440,31080,27540,16050,339,1108,4046,60.55,54.59,5.43,1,2
90230,7045,6067,37720,3038,23200,7904,49.99,55.05,13.43,2,6
33250,47570,19960,25070,287.8,936.1,2945,63.05,99.99,12.24,1,5
42300,33380,28550,20900,364.3,1196,4272,61.06,54.31,6.45,1,1
42270,37570,23980,34270,470.9,1825,4314,61.03,99.91,12.44,2,5
86180,7277,6020,45900,3283,28700,7926,58.74,99.95,13.13,2,6
79150,7277,11910,46040,2169,14230,7616,63.56,99.91,11.65,1,6
80280,7305,7607,50610,2444,17290,7700,63.89,99.87,11.7,1,6
46680,30410,29200,27580,464.7,1588,4793,61.12,54.55,5.9,1,5
49400,33210,29020,30870,422.4,1495,4665,61.85,54.08,6.18,1,1
32570,45590,22760,36680,373.3,1311,3655,62.89,99.87,12.25,2,5
49400,32760,27750,29810,427.3,1562,4566,60.44,54,6.69,1,5
55630,23310,27060,30350,659.9,2923,5806,59.38,54.16,7.12,2,5
55630,22180,28090,32080,661.8,2784,5841,60.45,54.08,6.52,2,5
86420,7277,6020,44070,3257,27980,7931,59.14,99.95,12.78,2,6
15170,50810,12270,14490,179.4,553.2,1716,63.28,99.99,10.62,1,2
21110,48010,19130,19510,251.8,784.2,2701,61.57,99.99,10.99,2,4
9748,56880,12250,21350,184.1,572,1729,61.95,73.01,9,2,4
32300,38360,24890,25850,410.9,1411,4027,61.76,63.37,9.74,2,3
75100,11470,20070,33570,1171,6028,6722,61.07,53.77,6.43,1,6
91260,7305,6357,67620,3094,20470,7540,59.23,74.46,11.02,1,6
87130,7017,9114,36010,2302,14940,7685,56.11,54.2,7.86,2,6
29020,47730,20760,24790,286.6,903.3,3009,63.31,100.03,11.27,1,5
39730,30010,28350,18660,423.7,1480,4556,61.85,54.35,6.19,2,1
7505,67990,7313,31530,131.6,469.2,1106,64.87,72.39,9.09,1,2
48560,23390,25970,28910,700.4,2962,5657,59.62,55.64,5.89,2,2
42180,29150,29990,29650,489.4,1752,5078,58.47,55.21,6.12,2,4
81110,7277,7236,47200,2489,18020,7768,64.03,99.91,11.12,1,6
26130,47030,20240,21160,280.7,894.8,2935,63.87,99.95,11.5,2,1
86470,7249,6026,42460,3159,26750,7924,58.48,99.87,13.23,2,6
12000,57880,10760,19020,167.9,491.2,1499,62.97,99.95,10.95,1,2
70700,27170,27540,40470,629.9,2702,5677,58.42,54.16,7.55,1,1
73750,8828,19530,29690,1412,6505,6868,62.06,53.88,6.54,1,6
86240,7277,6020,44930,3260,28340,7926,58.4,99.87,13.38,2,6
94770,7305,6003,72120,3463,29680,7725,55.67,100.19,15.49,1,6
45290,29370,29610,27220,471.5,1684,4953,61.38,54.39,5.99,2,1
27690,46180,20940,21720,293.1,941.4,3067,63.9,99.91,11.6,2,1
39070,38800,24810,29850,437.7,1585,4195,63.13,99.87,11.99,2,5
94560,7277,6451,50670,2771,20370,7885,31.07,100.11,50.09,2,6
48820,28730,29740,31690,509.8,1931,5237,61.82,54.43,5.75,2,1
10160,58770,12710,25210,181.8,580.1,1786,61.74,72.58,9.1,2,4
25730,51310,19340,26360,260.6,768.3,2709,63.4,99.91,11.41,1,5
18450,50910,17600,20410,235.4,714.1,2459,61.55,99.87,11,2,4
74010,8553,17670,34690,1430,8024,7173,63.89,73.83,9.16,1,6
46820,24370,28130,23720,608.9,2341,5418,59.37,55.33,6.16,2,3
22250,59460,15010,59610,199.8,839,2275,60.92,74.34,10.38,1,1
47580,26740,30120,19920,465.3,1515,4837,62.75,99.99,8.74,1,2
89090,6397,13210,36560,2167,12780,7627,42.7,55.48,13.86,2,6
14660,58830,14950,29810,213.1,627.2,2077,61.62,100.38,11.69,2,4
33790,50810,18370,31060,277.2,1017,2832,63.1,100.11,12.05,1,5
27920,48310,21050,26280,293.1,958.2,3096,64.04,99.87,11.53,2,1
81480,7305,6803,49240,2573,18840,7784,63.72,99.95,11.4,1,6
25630,35500,21700,12240,311,922.8,3140,61.15,55.76,6.5,2,2
37390,30120,26950,21380,494.9,1809,4711,59.7,55.25,5.9,2,2
13750,60230,11140,23810,177.1,571.5,1606,64.58,100.11,11.73,1,2
44820,30040,28860,22410,467.2,1598,4757,61.12,54.59,6.11,1,5
31360,36160,23200,15210,327.7,1021,3419,63.16,54.55,6.53,2,1
8843,56400,11280,20810,187,613.7,1657,62.15,72.19,8.89,2,2
91000,7277,6014,47980,3052,26590,7926,44.12,100.03,24.79,2,6
48650,22730,28350,27100,647.1,2474,5579,59,55.29,6.07,2,3
102500,7305,6026,62310,3507,25580,7810,55.79,54.51,8.53,1,6
92380,7305,6026,71690,3156,24050,7596,57.91,99.87,14.38,1,6
22090,49720,17900,38040,286,1130,2878,61.46,73.52,10.65,2,5
43680,34130,28420,23800,372.1,1232,4295,61.72,54.08,6.29,1,1
46800,30310,29250,28120,467.2,1599,4811,61.1,54.47,5.96,1,5
45580,33540,29260,28930,390.2,1319,4503,59.9,54.59,6.48,1,1
77610,7228,14380,38330,1847,11060,7459,63.64,73.95,9.43,1,6
46360,30440,26670,24130,511.1,1856,4723,62.02,54.08,7.03,2,5
46040,27170,27880,20480,547.2,1977,5022,60.62,55.13,6.09,2,3
14550,59810,14220,34990,230.1,715.5,2073,62.34,100.07,10.99,2,2
14500,56690,11760,19400,174.8,534.1,1645,64.3,100.07,10.82,1,2
54460,32680,29860,33490,412.1,1431,4704,59.24,53.84,7.08,1,1
87310,7277,6009,47680,3058,27280,7883,52.67,99.99,17.59,2,6
15010,56760,15480,25850,214.9,637.7,2146,61.73,100.22,11.42,2,4
43940,28840,30020,31670,508.6,1896,5239,58.54,55.37,5.95,2,4
56880,21750,27760,34060,683.6,2930,5925,59.54,54,6.72,2,5
38860,30450,27660,16290,410.9,1427,4410,62.35,54.43,6.22,2,1
47250,23700,27930,21600,613.4,2394,5443,59.82,55.25,6.08,2,3
38840,29470,28330,14620,354,1260,4315,61.59,54.43,5.45,1,2
16480,50630,17610,29530,276,949.5,2679,62.04,72.86,8.84,2,3
32580,46110,22490,40050,370.3,1314,3623,61.93,99.87,12.8,2,5
36580,29640,28770,19600,433.4,1474,4607,59.07,55.6,6.01,2,4
20770,59220,16450,37570,230.7,634.6,2251,63.76,100.03,11.81,1,5
18620,58740,15690,33830,228.3,694.1,2223,63.96,99.99,12.13,2,1
80380,7277,12010,43130,2203,14500,7700,63.45,99.99,11.4,1,6
18220,50870,17420,20020,233,709.7,2436,61.59,99.95,11.17,2,4
14630,58800,14020,33220,201.5,663.1,2005,63.57,73.95,9.34,1,5
24520,55170,16790,27140,222.5,660,2314,63.93,99.83,11.52,1,1
15370,54800,15130,22560,231.3,684.3,2150,61.87,100.07,11.23,2,2
15100,59700,13980,31990,203.2,627.6,1970,63.97,74.5,9.55,1,5
49400,22560,28130,25890,656,2558,5630,59.4,55.8,5.91,2,3
39030,29140,29330,22800,456.7,1580,4797,58.91,55.48,5.99,2,4
32870,49840,19340,27740,274.8,894.8,2832,62.79,100.03,12.21,1,5
54690,22930,28010,30840,647.7,2726,5771,60.28,54.04,6.56,2,5
23460,50050,18340,38820,311,1206,2996,61.53,73.6,10.55,2,5
14920,57650,13070,28440,209.6,712.8,1942,65.33,74.14,8.98,1,5
44650,29920,29390,24990,462.2,1666,4902,61.79,54.43,6.12,2,1
11910,60540,14570,38010,199.2,653.4,2060,61.17,72.62,8.95,2,4
25490,51830,19540,27990,265.9,789.2,2750,63.06,100.03,11.45,1,5
35370,29880,27830,14470,403.6,1341,4337,60.15,55.29,6.2,2,4
42970,30820,28530,19680,437.7,1540,4648,62.35,54.35,6.08,2,1
89780,7270,6009,45500,3087,27240,7931,46.75,100.03,21.74,2,6
24250,48390,19330,21140,268.9,847.4,2784,63.86,100.07,11.59,2,1
20250,59030,16010,35380,227.7,624.6,2196,63.54,99.95,12,1,5
14220,60310,11400,25970,189.3,613.7,1670,64.67,100.11,11.58,1,2
80380,7305,7493,50830,2471,17490,7699,63.82,99.95,11.7,1,6
59260,22560,27790,37190,695.2,3046,6033,62.39,54.51,5.6,2,1
7572,53420,9991,54770,241.8,1224,1986,64.71,72.31,8.48,1,2
16200,57230,16480,30060,223.7,672.8,2292,61.51,99.91,11.11,2,4
20760,48240,18380,19860,265.3,833.9,2662,62,100.42,10.62,2,2
36390,38450,23350,17390,300.9,894.8,3305,61.66,54.47,6.89,1,1
80220,7277,12210,44580,2188,14090,7665,63.46,99.87,11.5,1,6
22260,51760,18360,24100,255.3,787.9,2615,63.79,99.91,11.63,2,1
82290,7418,15190,40510,1681,9633,7199,61.59,53.96,6.37,1,6
80590,7249,12700,41650,2114,13560,7672,63.45,99.91,11.32,1,6
79450,7305,7835,49760,2381,16860,7670,64.34,99.95,11.62,1,6
13470,57240,13700,24060,219,637.2,1945,61.95,99.76,11.46,2,2
85540,7242,6026,41990,3131,26150,7924,59.59,99.79,12.63,2,6
18770,56370,18540,36800,238.9,754.6,2602,60.98,100.07,11.22,2,4
89780,7017,14700,37070,2008,11170,7581,36.38,56.11,19.38,2,6
15870,56040,16550,26810,222.5,668,2295,61.65,100.11,11.47,2,4
62500,21630,30280,32820,682.3,2435,5845,63.42,99.91,9.16,1,5
23320,50060,18890,37660,313.4,1158,3024,62.22,73.17,10.29,2,5
90800,7277,6049,50500,2951,23800,7883,40.67,99.99,30.64,2,6
74560,10840,19990,31920,1218,6086,6735,61.34,53.84,6.32,1,6
42880,30090,29180,24070,448.1,1579,4779,61.43,54.47,6.05,2,1
29330,48630,21140,40510,345.6,1194,3338,62.9,99.87,12.74,2,5
24470,55980,16670,28800,221.3,658.7,2301,63.97,99.87,11.38,1,1
54540,37990,25620,27990,372.7,1265,3972,59.78,53.96,7.42,1,1
36460,48150,20630,26950,273,878.3,2966,61.77,100.03,12.66,1,1
24680,48700,19520,21970,268.9,849.7,2809,63.85,99.87,11.64,2,1
89340,7277,6009,48780,3181,28220,7929,50.07,99.99,18.92,2,6
34860,30800,27620,15800,342,1122,4073,60.7,54.47,5.36,1,2
77470,10050,18110,36860,1338,7242,6915,60.97,53.8,6.52,1,6
22070,47490,19670,20060,257.1,814,2793,61.53,100.22,10.88,2,4
21850,49420,18870,25780,286.6,968.3,2846,62.48,100.22,10.09,2,2
35440,42660,23750,33320,398.7,1415,3884,62.91,99.83,12.24,2,5
9007,56940,11250,20990,188.7,600.3,1643,62.11,72.23,8.88,2,2
18370,55510,18120,31350,237.1,729.4,2531,61.12,100.26,11.18,2,4
38280,51620,19710,35080,267.1,912.3,2891,60.81,100.11,12.83,1,1
14530,53990,11740,16520,174.2,535.8,1642,64.06,99.99,10.72,1,2
34600,30590,26290,15290,440.8,1527,4335,60.27,55.13,6.22,2,2
7782,55490,9313,16970,132.8,461.4,1315,63.23,71.69,8.37,1,2
66330,23540,27640,37980,668.9,2672,5663,62.7,100.07,10.3,1,5
26740,46220,22070,32390,343.2,1167,3427,61.93,100.26,10.91,2,3
47710,29840,29230,27650,474.5,1654,4869,61.39,54.43,6.22,1,5
19740,54530,16960,26040,241.8,735.2,2405,63.86,99.95,11.77,2,1
56880,21730,27780,34030,682.3,2928,5924,59.53,54.12,6.75,2,5
21050,58250,17320,42180,247.1,788.3,2495,64.24,99.83,11.42,2,1
78200,7277,8805,44970,2247,15310,7575,64.42,74.03,9.43,1,6
14890,51620,12040,14870,177.7,547.7,1684,63.51,99.99,10.7,1,2
25970,46350,21690,29150,334.3,1107,3321,61.74,100.03,10.94,2,3
47960,33320,27270,25210,409.1,1490,4429,60.76,53.88,6.74,1,5
101700,7305,6072,65170,3146,22390,7753,56.44,54.27,7.79,1,6
87730,5381,6101,35440,3069,21720,7887,59,54.31,8.08,2,6
32960,31080,26980,14690,336.7,1098,3967,60.36,54.62,5.51,1,2
28650,47930,20550,23830,277.2,857.2,2936,63.6,99.95,11.32,1,5
59170,32470,29780,37980,436.5,1610,4894,58.62,53.96,7.13,1,1
48410,22460,28050,24600,647.1,2517,5580,59.33,55.29,6.07,2,3
34360,39950,23190,25240,351.6,1176,3575,63.99,54.47,6.51,2,1
51310,20190,29560,26910,662.4,2475,5777,58.83,55.29,5.67,2,4
24160,52160,19270,28050,265.3,832.5,2763,63.83,99.95,11.73,2,1
36150,30290,26800,18540,470.9,1694,4576,59.91,55.37,6.14,2,2
16520,59770,16710,44760,225.4,707.4,2350,61.02,99.99,11.7,2,4
82130,7390,15030,41050,1703,9780,7213,61.55,54.08,6.4,1,6
56290,30320,27890,33140,469,1881,4920,60.21,53.96,6.65,1,5
32370,32080,25080,12080,310.4,1019,3647,62.3,54.43,5.6,1,2
35810,49660,20200,28640,265.3,846.5,2886,61.6,100.11,12.72,1,1
40460,31250,27840,17290,413.9,1418,4423,62.46,54.39,6.27,2,1
13980,58090,14310,26220,207.3,611.1,1991,61.79,99.72,11.63,2,4
55200,22670,28040,31170,654.1,2745,5797,60.33,54.04,6.73,2,5
49150,23530,27760,22630,628.6,2514,5534,60.04,55.29,6.03,2,3
87190,3814,11840,33830,2503,14780,7710,48.9,54.86,11.08,2,6
21660,52380,18060,24470,251.2,775.5,2568,63.83,99.95,11.89,2,1
27210,50060,19740,26680,273,847.4,2833,63.4,100.07,11.43,1,5
25190,52910,18660,29710,258.3,788.3,2649,63.58,99.99,11.37,1,5
21640,57990,17200,36010,236.5,660.9,2361,63.71,99.91,11.78,1,5
24970,48320,19660,21700,271.8,858.6,2834,63.86,99.95,11.59,2,1
25590,50620,19940,27220,275.4,878.7,2888,63.92,99.87,11.61,2,1
22220,56550,17240,44580,260.6,881.6,2572,65.26,99.95,10.77,2,1
81270,7214,8793,39420,2228,15310,7749,63.51,99.95,11.16,1,6
18750,56510,16370,28800,234.8,706.5,2311,63.89,99.99,11.82,2,1
47940,34010,28930,31530,406,1405,4553,61.64,54.12,6.41,1,1
87190,3814,7337,32460,2818,17940,7820,56.18,54.23,8.52,2,6
68920,31240,27440,32900,551,2127,5104,59.15,54.12,7.61,1,1
48280,23060,28200,24440,640.7,2459,5548,59.32,55.44,6.17,2,3
20290,49020,17790,36680,269.5,1076,2816,61.77,73.21,10.47,2,5
86420,7235,6014,41990,3179,27870,7926,56.28,99.83,14.58,2,6
24770,53300,18810,28870,253.6,741.1,2621,63.6,99.99,11.45,1,5
80220,7193,13540,38330,1971,12530,7659,63.61,99.99,11.13,1,6
47310,23200,28080,24730,631.1,2431,5499,59.35,55.05,5.84,2,3
37800,52170,19550,35660,262.4,898.6,2858,60.81,100.15,12.7,1,1
31890,41680,23940,30890,382.4,1350,3843,62.4,99.64,10.07,2,3
68570,9904,19980,26200,1283,6162,6775,62.97,53.96,6.52,1,6
48260,28940,29870,31510,501.1,1877,5196,61.65,54.47,5.95,2,1
54670,23160,27910,29670,646.4,2731,5764,60.33,54.04,6.85,2,5
34190,48050,19880,26300,284.8,945.2,2945,62.82,100.03,12.05,1,5
44820,33340,29000,24730,383.6,1296,4441,60.18,54.51,6.46,1,1
23790,52600,19120,28550,263,824.7,2738,63.83,99.87,11.55,2,1
10260,58350,12730,24090,185.2,581,1788,61.79,72.58,8.98,2,4
92510,7193,15770,40830,1937,10340,7592,31.67,56.97,25.4,2,6
51960,24640,28060,22210,605.1,2327,5396,61.11,55.09,5.95,2,3
56800,23530,28580,31240,629.2,2422,5569,61.77,54.55,5.55,1,5
