index,timestamp,TGS826,TGS2611,TGS2603,TGS813,TGS822,TGS2602,TGS823,temperatura,pressao,umidade,c_type,culture_day
164,1623852990.0082734,54250.0,24580.0,27680.0,34450.0,694.6,2971.0,5955.0,58.78,55.41,6.01,4,2
165,1623852990.6462617,54190.0,24500.0,27710.0,34780.0,695.9,2980.0,5962.0,58.76,55.41,6.05,4,2
166,1623852991.2207327,54350.0,24420.0,27710.0,35050.0,698.5,2986.0,5973.0,58.72,55.37,6.1,4,2
167,1623852991.7659843,54330.0,24350.0,27730.0,35410.0,701.7,2993.0,5980.0,58.68,55.6,6.04,4,2
168,1623852992.366866,54330.0,24280.0,27760.0,35660.0,702.3,2997.0,5985.0,58.68,55.37,6.02,4,2
169,1623852992.9753697,54350.0,24230.0,27770.0,35980.0,704.3,3001.0,5989.0,58.64,55.33,6.05,4,2
170,1623852993.6429746,54400.0,24150.0,27770.0,36240.0,706.8,3004.0,5995.0,58.64,55.52,6.01,4,2
171,1623852994.2193675,54330.0,24070.0,27790.0,36650.0,709.4,3006.0,6000.0,58.62,55.41,6.1,4,2
172,1623852994.7659686,54510.0,24010.0,27800.0,36920.0,710.1,3009.0,6004.0,58.6,55.37,6.1,4,2
173,1623852995.3869452,54430.0,23940.0,27830.0,37260.0,712.0,3012.0,6012.0,58.57,55.44,6.02,4,2
174,1623852996.6532297,54640.0,23830.0,27840.0,37750.0,715.9,3019.0,6019.0,58.51,55.48,6.1,4,2
175,1623852997.2153602,54690.0,23780.0,27840.0,37980.0,717.2,3021.0,6025.0,58.51,55.48,6.07,4,2
176,1623852997.7660334,54610.0,23700.0,27860.0,38200.0,719.8,3027.0,6027.0,58.51,55.44,6.15,4,2
177,1623852998.3674822,54770.0,23660.0,27850.0,38460.0,720.4,3029.0,6033.0,58.48,55.56,6.03,4,2
178,1623852998.976405,54670.0,23640.0,27860.0,38690.0,721.7,3034.0,6037.0,58.46,55.37,6.08,4,2
179,1623852999.6408837,54880.0,23600.0,27870.0,38950.0,723.0,3038.0,6040.0,58.45,55.44,5.99,4,2
180,1623853000.2116923,54750.0,23560.0,27840.0,39190.0,725.0,3041.0,6044.0,58.43,55.37,6.16,4,2
181,1623853000.765714,54770.0,23520.0,27850.0,39460.0,725.6,3043.0,6047.0,58.43,55.44,5.98,4,2
182,1623853001.3710558,54830.0,23500.0,27860.0,39700.0,725.6,3047.0,6050.0,58.42,55.37,6.08,4,2
183,1623853001.9659636,54800.0,23440.0,27850.0,39940.0,727.6,3052.0,6053.0,58.4,55.48,6.1,4,2
184,1623853002.6376023,54930.0,23400.0,27880.0,40220.0,728.2,3053.0,6053.0,58.4,55.41,6.09,4,2
185,1623853003.2130463,54850.0,23400.0,27850.0,40400.0,726.9,3056.0,6057.0,58.38,55.41,6.0,4,2
186,1623853003.7813938,54910.0,23330.0,27850.0,40720.0,730.8,3061.0,6062.0,58.36,55.48,5.98,4,2
187,1623853004.3657508,54990.0,23290.0,27870.0,40870.0,730.2,3063.0,6063.0,58.36,55.37,6.07,4,2
188,1623853004.9660206,55070.0,23260.0,27810.0,41160.0,733.4,3066.0,6068.0,58.35,55.56,6.12,4,2
189,1623853005.6348884,55070.0,23250.0,27840.0,41390.0,736.0,3072.0,6069.0,58.33,55.6,6.07,4,2
190,1623853006.3061917,55070.0,23220.0,27830.0,41540.0,734.1,3076.0,6072.0,58.33,55.6,6.03,4,2
191,1623853006.766444,55150.0,23170.0,27830.0,41800.0,735.4,3080.0,6074.0,58.32,55.52,6.05,4,2
192,1623853007.366799,55170.0,23160.0,27820.0,41990.0,737.3,3083.0,6077.0,58.32,55.48,5.99,4,2
193,1623853007.965402,55250.0,23120.0,27820.0,42180.0,738.0,3088.0,6080.0,58.3,55.41,6.03,4,2
194,1623853008.6301303,55340.0,23090.0,27800.0,42420.0,738.6,3092.0,6083.0,58.28,55.41,6.06,4,2
195,1623853009.2030518,55310.0,23080.0,27800.0,42610.0,740.6,3098.0,6087.0,58.28,55.37,5.93,4,2
196,1623853010.3659203,55390.0,23080.0,27780.0,43010.0,741.2,3101.0,6089.0,58.27,55.37,5.96,4,2
197,1623853010.9678152,55280.0,22990.0,27790.0,43210.0,741.9,3104.0,6087.0,58.25,55.48,5.99,4,2
198,1623853011.6357417,55390.0,23000.0,27780.0,43370.0,741.9,3100.0,6087.0,58.26,55.52,6.13,4,2
199,1623853012.2013755,55390.0,22980.0,27780.0,43410.0,742.5,3108.0,6090.0,58.25,55.41,6.08,4,2
200,1623853013.3668303,55550.0,22900.0,27760.0,43910.0,745.1,3116.0,6094.0,58.23,55.48,6.18,4,2
201,1623853013.994288,55500.0,22890.0,27760.0,44120.0,746.4,3119.0,6097.0,58.21,55.33,6.12,4,2
202,1623853014.6219077,55520.0,22870.0,27750.0,44290.0,745.8,3119.0,6098.0,58.2,55.37,6.06,4,2
203,1623853015.196341,55580.0,22830.0,27750.0,44460.0,747.8,3125.0,6101.0,58.19,55.44,5.97,4,2
204,1623853015.7784803,55580.0,22840.0,27740.0,44540.0,747.8,3128.0,6104.0,58.19,55.48,6.08,4,2
205,1623853016.3660414,55660.0,22790.0,27750.0,44710.0,751.0,3132.0,6106.0,58.19,55.44,5.92,4,2
206,1623853016.999337,55800.0,22800.0,27720.0,44800.0,749.7,3138.0,6110.0,58.16,55.52,5.97,4,2
207,1623853017.6198187,55830.0,22740.0,27680.0,45190.0,751.0,3142.0,6109.0,58.16,55.52,6.12,4,2
208,1623853018.1969218,55830.0,22700.0,27700.0,45230.0,751.7,3145.0,6116.0,58.16,55.52,6.07,4,2
209,1623853018.7757795,55800.0,22670.0,27700.0,45410.0,753.6,3151.0,6115.0,58.16,55.44,6.12,4,2
210,1623853019.3664448,55830.0,22640.0,27680.0,45540.0,754.3,3155.0,6118.0,58.18,55.56,5.84,4,2
211,1623853019.9996748,55770.0,22600.0,27670.0,45720.0,754.9,3158.0,6119.0,58.15,55.6,5.84,4,2
212,1623853020.618809,55960.0,22580.0,27670.0,45770.0,755.6,3163.0,6118.0,58.14,55.44,6.08,4,2
213,1623853021.293219,56070.0,22540.0,27670.0,45950.0,755.6,3166.0,6126.0,58.15,55.37,6.02,4,2
214,1623853021.772786,56180.0,22530.0,27660.0,46130.0,759.5,3172.0,6129.0,58.13,55.41,6.08,4,2
215,1623853022.366073,56210.0,22490.0,27640.0,46270.0,760.8,3177.0,6132.0,58.12,55.37,6.01,4,2
216,1623853022.996255,56290.0,22460.0,27620.0,46410.0,760.8,3185.0,6136.0,58.13,55.37,6.07,4,2
217,1623853023.620196,56520.0,22450.0,27610.0,46550.0,761.5,3191.0,6138.0,58.12,55.41,6.12,4,2
218,1623853024.1881878,56290.0,22450.0,27610.0,46640.0,762.1,3197.0,6138.0,58.13,55.56,5.98,4,2
219,1623853024.771348,56320.0,22420.0,27590.0,46830.0,763.4,3199.0,6142.0,58.1,55.37,6.01,4,2
220,1623853025.3671317,56350.0,22360.0,27570.0,46970.0,763.4,3204.0,6145.0,58.09,55.41,6.05,4,2
221,1623853026.61647,56460.0,22360.0,27550.0,47200.0,762.8,3211.0,6150.0,58.09,55.33,6.11,4,2
222,1623853027.2121017,56430.0,22340.0,27550.0,47250.0,765.4,3214.0,6148.0,58.1,55.37,5.95,4,2
223,1623853027.766362,56430.0,22300.0,27550.0,47440.0,766.7,3215.0,6153.0,58.08,55.44,6.1,4,2
224,1623853028.3657691,56490.0,22290.0,27530.0,47540.0,767.3,3219.0,6150.0,58.08,55.44,6.12,4,2
225,1623853028.9911137,56550.0,22270.0,27530.0,47680.0,768.7,3223.0,6153.0,58.07,55.44,6.18,4,2
226,1623853029.6073506,56630.0,22230.0,27490.0,47780.0,768.7,3225.0,6155.0,58.07,55.41,5.95,4,2
227,1623853030.1804998,56520.0,22240.0,27500.0,47930.0,770.6,3230.0,6158.0,58.07,55.44,6.06,4,2
228,1623853030.7670317,56690.0,22150.0,27500.0,48030.0,770.6,3234.0,6159.0,58.08,55.44,5.97,4,2
229,1623853031.3657856,56710.0,22140.0,27490.0,48130.0,772.6,3237.0,6161.0,58.07,55.44,6.03,4,2
232,1623853094.96587,73260.0,14260.0,23330.0,53170.0,1161.0,5321.0,6973.0,60.7,100.11,9.06,4,2
233,1623853095.594714,73390.0,12830.0,23280.0,53110.0,1164.0,5350.0,6980.0,60.7,100.07,9.06,4,2
